"Ticker","Index","Country"
"RIO.AX","ASX200","Australia"
"RMD.AX","ASX200","Australia"
"RMS.AX","ASX200","Australia"
"RRL.AX","ASX200","Australia"
"RWC.AX","ASX200","Australia"
"S32.AX","ASX200","Australia"
"SBM.AX","ASX200","Australia"
"SCG.AX","ASX200","Australia"
"SDF.AX","ASX200","Australia"
"SEK.AX","ASX200","Australia"
"SFR.AX","ASX200","Australia"
"SGM.AX","ASX200","Australia"
"SGP.AX","ASX200","Australia"
"SGR.AX","ASX200","Australia"
"SHL.AX","ASX200","Australia"
"SLR.AX","ASX200","Australia"
"SOL.AX","ASX200","Australia"
"STO.AX","ASX200","Australia"
"SUL.AX","ASX200","Australia"
"SUN.AX","ASX200","Australia"
"SVW.AX","ASX200","Australia"
"TLX.AX","ASX200","Australia"
"TAH.AX","ASX200","Australia"
"TCL.AX","ASX200","Australia"
"TLC.AX","ASX200","Australia"
"TLS.AX","ASX200","Australia"
"TNE.AX","ASX200","Australia"
"TPG.AX","ASX200","Australia"
"TWE.AX","ASX200","Australia"
"TYR.AX","ASX200","Australia"
"UMG.AX","ASX200","Australia"
"VCX.AX","ASX200","Australia"
"VEA.AX","ASX200","Australia"
"VUK.AX","ASX200","Australia"
"WBC.AX","ASX200","Australia"
"WEB.AX","ASX200","Australia"
"WES.AX","ASX200","Australia"
"WHC.AX","ASX200","Australia"
"WOR.AX","ASX200","Australia"
"WOW.AX","ASX200","Australia"
"WDS.AX","ASX200","Australia"
"WPR.AX","ASX200","Australia"
"WTC.AX","ASX200","Australia"
"XRO.AX","ASX200","Australia"
"ZIP.AX","ASX200","Australia"
"ARE.TO","TSX","Canada"
"AEM.TO","TSX","Canada"
"AC.TO","TSX","Canada"
"AGI.TO","TSX","Canada"
"AQN.TO","TSX","Canada"
"ATD.TO","TSX","Canada"
"ALA.TO","TSX","Canada"
"AIF.TO","TSX","Canada"
"ARX.TO","TSX","Canada"
"ATZ.TO","TSX","Canada"
"ACO.X.TO","TSX","Canada"
"ACB.TO","TSX","Canada"
"BTO.TO","TSX","Canada"
"BDGI.TO","TSX","Canada"
"BLDP.TO","TSX","Canada"
"BMO.TO","TSX","Canada"
"BNS.TO","TSX","Canada"
"ABX.TO","TSX","Canada"
"BHC.TO","TSX","Canada"
"BCE.TO","TSX","Canada"
"BIR.TO","TSX","Canada"
"BB.TO","TSX","Canada"
"BLX.TO","TSX","Canada"
"BYD.TO","TSX","Canada"
"DOO.TO","TSX","Canada"
"CAE.TO","TSX","Canada"
"CCO.TO","TSX","Canada"
"CF.TO","TSX","Canada"
"GOOS.TO","TSX","Canada"
"CM.TO","TSX","Canada"
"CNR.TO","TSX","Canada"
"CNQ.TO","TSX","Canada"
"CP.TO","TSX","Canada"
"CU.TO","TSX","Canada"
"CWB.TO","TSX","Canada"
"CFP.TO","TSX","Canada"
"WEED.TO","TSX","Canada"
"CPX.TO","TSX","Canada"
"CS.TO","TSX","Canada"
"CJT.TO","TSX","Canada"
"CAS.TO","TSX","Canada"
"CLS.TO","TSX","Canada"
"CVE.TO","TSX","Canada"
"CG.TO","TSX","Canada"
"CIX.TO","TSX","Canada"
"CCA.TO","TSX","Canada"
"CIGI.TO","TSX","Canada"
"CSU.TO","TSX","Canada"
"CTS.TO","TSX","Canada"
"CPG.TO","TSX","Canada"
"CRON.TO","TSX","Canada"
"DML.TO","TSX","Canada"
"DSG.TO","TSX","Canada"
"DCBO.TO","TSX","Canada"
"DOL.TO","TSX","Canada"
"DPM.TO","TSX","Canada"
"DND.TO","TSX","Canada"
"ECN.TO","TSX","Canada"
"ELD.TO","TSX","Canada"
"EFN.TO","TSX","Canada"
"EMA.TO","TSX","Canada"
"ENB.TO","TSX","Canada"
"EDR.TO","TSX","Canada"
"ERF.TO","TSX","Canada"
"ENGH.TO","TSX","Canada"
"EQX.TO","TSX","Canada"
"EQB.TO","TSX","Canada"
"ERO.TO","TSX","Canada"
"EIF.TO","TSX","Canada"
"FFH.TO","TSX","Canada"
"FTT.TO","TSX","Canada"
"FR.TO","TSX","Canada"
"FM.TO","TSX","Canada"
"FSV.TO","TSX","Canada"
"FTS.TO","TSX","Canada"
"FVI.TO","TSX","Canada"
"FNV.TO","TSX","Canada"
"WN.TO","TSX","Canada"
"GFL.TO","TSX","Canada"
"GEI.TO","TSX","Canada"
"GIL.TO","TSX","Canada"
"GSY.TO","TSX","Canada"
"GWO.TO","TSX","Canada"
"HBM.TO","TSX","Canada"
"H.TO","TSX","Canada"
"IAG.TO","TSX","Canada"
"IMG.TO","TSX","Canada"
"IGM.TO","TSX","Canada"
"IMO.TO","TSX","Canada"
"INE.TO","TSX","Canada"
"IFC.TO","TSX","Canada"
"IPL.TO","TSX","Canada"
"IFP.TO","TSX","Canada"
"IVN.TO","TSX","Canada"
"JWEL.TO","TSX","Canada"
"KNT.TO","TSX","Canada"
"KEY.TO","TSX","Canada"
"KXS.TO","TSX","Canada"
"K.TO","TSX","Canada"
"LIF.TO","TSX","Canada"
"LB.TO","TSX","Canada"
"LSPD.TO","TSX","Canada"
"LNR.TO","TSX","Canada"
"LAC.TO","TSX","Canada"
"L.TO","TSX","Canada"
"LUN.TO","TSX","Canada"
"MAG.TO","TSX","Canada"
"MG.TO","TSX","Canada"
"MFC.TO","TSX","Canada"
"MFI.TO","TSX","Canada"
"MRE.TO","TSX","Canada"
